V2,V1,V4,V4,V1,V3,V3,V3,V1,V1,V2,V4,V1,2
V1,V1,V3,V3,V1,V3,V2,V4,V3,V1,V5,V3,V1,2
V2,V1,V2,V3,V1,V2,V2,V2,V2,V1,V2,V4,V1,2
V2,V1,V3,V4,V3,V2,V2,V2,V2,V1,V3,V4,V1,2
V3,V3,V2,V2,V1,V2,V1,V3,V1,V1,V1,V2,V1,2
V2,V3,V2,V3,V1,V2,V2,V3,V3,V1,V2,V4,V2,2
V1,V2,V3,V3,V2,V4,V3,V2,V3,V1,V2,V4,V2,2
V1,V2,V5,V5,V3,V4,V5,V4,V3,V3,V2,V5,V1,2
V2,V4,V4,V5,V2,V3,V2,V3,V3,V1,V2,V4,V1,2
V3,V5,V3,V3,V1,V3,V3,V2,V3,V1,V2,V4,V1,2
V2,V4,V3,V3,V1,V4,V3,V1,V4,V1,V2,V5,V1,2
V2,V2,V3,V3,V1,V3,V3,V3,V2,V1,V2,V4,V1,2
V2,V1,V3,V3,V1,V4,V3,V3,V3,V2,V1,V3,V1,2
V2,V2,V4,V5,V2,V2,V3,V5,V3,V1,V2,V3,V1,2
V2,V1,V3,V4,V1,V3,V3,V3,V3,V1,V2,V3,V1,2
V2,V4,V3,V3,V1,V2,V2,V3,V2,V1,V2,V3,V2,2
V3,V1,V3,V2,V3,V1,V1,V1,V1,V2,V2,V1,V2,3
V3,V3,V3,V3,V2,V1,V1,V2,V1,V2,V2,V1,V1,3
V3,V2,V3,V4,V2,V1,V1,V2,V1,V2,V1,V1,V2,3
V3,V3,V3,V3,V2,V2,V1,V1,V1,V2,V2,V1,V2,3
V2,V1,V3,V2,V1,V2,V1,V5,V2,V2,V2,V1,V2,3
V3,V2,V3,V3,V2,V2,V1,V5,V1,V3,V2,V1,V2,3
V2,V4,V4,V3,V2,V1,V1,V4,V1,V2,V2,V1,V2,3
V2,V5,V4,V4,V2,V2,V1,V5,V2,V2,V2,V1,V1,3
V4,V3,V3,V3,V1,V2,V1,V5,V1,V2,V2,V2,V2,3
V3,V3,V4,V4,V2,V3,V1,V4,V1,V2,V2,V2,V2,3
V3,V3,V4,V3,V2,V1,V1,V4,V1,V2,V2,V2,V2,3
V4,V2,V3,V3,V2,V1,V1,V3,V1,V2,V1,V3,V2,3
V4,V3,V4,V4,V2,V1,V1,V4,V1,V2,V2,V2,V1,3
V4,V5,V3,V3,V2,V2,V1,V4,V1,V2,V2,V2,V1,3
V2,V4,V3,V3,V3,V1,V1,V2,V2,V3,V1,V2,V3,3
V3,V3,V3,V3,V2,V1,V1,V3,V2,V2,V1,V1,V2,3
V4,V5,V3,V3,V1,V1,V1,V3,V1,V2,V1,V1,V1,3
V3,V4,V3,V3,V1,V2,V1,V4,V1,V3,V1,V2,V2,3
V4,V3,V3,V3,V2,V2,V1,V4,V2,V4,V1,V1,V2,3
V3,V4,V3,V3,V3,V1,V2,V2,V2,V4,V1,V1,V1,3
V4,V3,V4,V4,V3,V1,V2,V1,V2,V4,V1,V1,V1,3
V3,V2,V3,V3,V3,V1,V2,V2,V2,V5,V1,V1,V1,3
V3,V2,V4,V4,V3,V3,V1,V2,V2,V3,V1,V1,V1,3
V3,V3,V3,V3,V2,V2,V1,V5,V3,V4,V1,V1,V2,3
V3,V1,V2,V3,V2,V1,V1,V4,V2,V3,V1,V1,V2,3
V3,V5,V3,V3,V2,V2,V1,V5,V2,V3,V1,V1,V2,3
V4,V4,V3,V3,V2,V2,V1,V4,V2,V4,V1,V1,V1,3
V2,V3,V4,V5,V2,V2,V1,V5,V2,V3,V1,V1,V3,3
V5,V1,V4,V4,V2,V4,V2,V4,V4,V5,V1,V2,V2,3
V4,V1,V4,V4,V2,V3,V1,V4,V3,V5,V1,V1,V2,3
V2,V4,V3,V3,V1,V3,V1,V4,V1,V3,V1,V1,V1,3
V4,V3,V4,V3,V3,V2,V1,V4,V1,V2,V2,V2,V2,3
V3,V3,V4,V3,V2,V2,V1,V5,V1,V2,V2,V2,V2,3
V3,V3,V3,V3,V2,V1,V1,V3,V1,V2,V1,V1,V2,3
V4,V2,V3,V3,V2,V1,V1,V3,V1,V4,V1,V1,V2,3
V4,V4,V3,V4,V1,V1,V1,V4,V2,V3,V2,V1,V1,3
V4,V3,V4,V4,V3,V2,V1,V3,V2,V5,V2,V1,V2,3
V3,V3,V3,V3,V1,V1,V1,V3,V1,V4,V1,V1,V2,3
V4,V2,V4,V4,V2,V1,V1,V3,V2,V4,V2,V1,V2,3
V4,V4,V5,V4,V3,V2,V1,V2,V2,V4,V1,V2,V2,3
V2,V3,V3,V3,V2,V1,V1,V3,V1,V2,V1,V2,V1,3
V3,V2,V3,V3,V1,V1,V1,V4,V1,V4,V1,V1,V1,3
V5,V2,V3,V3,V2,V2,V1,V3,V2,V4,V1,V1,V2,3
V4,V5,V3,V3,V2,V2,V1,V4,V2,V3,V1,V1,V2,3
V4,V4,V3,V4,V2,V2,V1,V3,V2,V3,V1,V1,V2,3
V3,V4,V3,V3,V3,V2,V1,V3,V2,V4,V1,V1,V2,3
V3,V2,V3,V3,V3,V2,V1,V4,V2,V4,V1,V1,V3,3
V5,V4,V4,V4,V2,V2,V1,V5,V2,V4,V1,V1,V2,3
